course_id,course_gpa,valid_sections,total_graded,title,description,department
ENGRMAE155,2.7510373443983402,5.0,241.0,Composite Materials and Structures,"Micro and macro mechanical properties and failure mechanisms of lamina and laminates. Laminate theory, hygrothermal effects, failure analysis and design. Manufacturing methods, non-destructive evaluation, experimental characterization. Application of numerical modeling for analysis and design.",ENGRMAE
ENGRMAE156,3.4421315570358035,20.0,2402.0,Mechanical Behavior and Design Principles,"Principles governing structure and mechanical behavior of materials, relationship relating microstructure and mechanical response with application to elasticity, plasticity, yielding, necking, creep, and fracture of materials. Introduction to experimental techniques to characterize the properties of materials. Design parameters.",ENGRMAE
ENGRMAE157,3.236604774535809,13.0,1885.0,Lightweight Structures,"Mass minimization under stiffness, strength, and buckling constraints. Finite Element method and application to trusses. Three-dimensional bending. Thin-wall, composite, and functionally graded beams. Plates and shells, design of laminated and functionally graded plates. Stress analysis of aircraft components.",ENGRMAE
ENGRMAE158,2.8277153558052435,11.0,1068.0,Aircraft Performance,"Flight theory applied to subsonic propeller and jet aircraft. Nature of aerodynamic forces, drag and lift of wing and fuselage, high-lift devices, level-flight performance, climb and glide performance, range, endurance, take-off and landing distances, static and dynamic stability and control.",ENGRMAE
ENGRMAE159,3.2484536082474227,12.0,970.0,Aircraft Design,"Preliminary design of subsonic general aviation and transport aircraft with emphasis on layout, aerodynamic design, propulsion, and performance. Estimation of total weight and weight distribution, design of wings, fuselage, and tail, selection and location of engines, prediction of overall performance.",ENGRMAE
ENGRMAE164,3.1986531986531985,6.0,297.0,Air Pollution and Control,"Sources, dispersion, and effects of air pollutants. Topics include emission factors, emission inventory, air pollution, meteorology, air chemistry, air quality modeling, impact assessment, source and ambient monitoring, regional control strategies.",ENGRMAE
ENGRMAE170,2.7001058761249337,32.0,3778.0,Introduction to Control Systems,"Feedback control systems. Modeling, stability, and systems specifications. Root locus, Nyquist, and Bode methods of analysis and design.",ENGRMAE
ENGRMAE171,3.1466666666666665,4.0,150.0,Digital Control Systems,"Methods for analysis and design of discrete-time control systems. Z-transforms, difference equations, discrete Fourier transforms. Sampling theorem and applications. Z-plane stability, frequency response. Digital controller design. Introduction to digital filters.",ENGRMAE
ENGRMAE172,3.525301204819277,8.0,415.0,Design of Computer-Controlled Robots,"Students design a small robotic device and program it to exhibit sentient behaviors. The basic aspects of mechatronic design are covered, including motor and sensor selection, control strategies, and microcomputer programming for the implementation of control paradigms. Materials Fee",ENGRMAE
ENGRMAE175,3.073232323232323,12.0,1188.0,Dynamics and Control of Aerospace Vehicles,"Equations of motion, linearization, stability derivatives, and longitudinal and lateral modes of motion. Handling qualities, sensors and actuators, and effects of various feedbacks on stability and performance. Stability augmentation. Autopilot design.",ENGRMAE
ENGRMAE183,3.995893223819302,7.0,487.0,Computer-Aided Mechanism Design,"Focuses on design of planar, spherical, and spatial mechanisms using computer algebra and graphics. Topics include exact and approximate analytical design techniques. Students are required to use existing software (or develop new algorithms) to design various mechanisms for new applications.",ENGRMAE
ENGRMAE184,3.625,4.0,160.0,Fundamentals of Experimental Design,"Review of statistics as applied to experimental research. Fundamentals and principles of statistical experimental design and analysis with emphasis on understanding and use of designed experiments, response surfaces, linear regression modeling, and process optimization.",ENGRMAE
ENGRMAE188,3.74025974025974,11.0,231.0,Engineering Design in Industry,"Principles of engineering design in the context of an industrial application. Local manufacturing firms define an engineering design project to be completed in 10 weeks. Projects include initial brainstorming to final design, with a formal presentation",ENGRMAE
ENGRMAE189,3.904040404040404,124.0,3762.0,Senior Project - Special Topics,Group or individual senior project of theoretical or applied nature involving design.,ENGRMAE
ENGRMAE195,3.826313827804696,80.0,2683.0,Seminars in Engineering,Seminars by individual faculty in major fields of interest. Materials fee.,ENGRMAE
ENGRMAE199,3.911392405063291,9.0,158.0,Individual Study,"For undergraduate Engineering majors in supervised but independent reading, research, or design. Students taking individual study for design credit are to submit a written paper to the instructor and to the Undergraduate Student Affairs Office in the School of Engineering.",ENGRMAE
EUROST10,3.6275277234181345,12.0,1533.0,Topics in Historical Foundations (1500-1800),"Offers an overview of the European experience from its social, political, and cultural foundations to modern European issues and institutions in a globalized world. Topics include social, political, and cultural history up to the French Revolution.",EURO ST
EUROST11,3.5143042912873863,14.0,1538.0,Issues and Institutions in Modern Europe (1789-1945),"Offers an overview of modern European societies in social, political, and cultural terms. Topics include shifting geopolitical borders, social movements, and various forms of cultural expression (film, art, literature) as they intersect with and shape issues and events after 1800.",EURO ST
EUROST12,3.155656795747912,18.0,1317.0,What is the Origin of Language?,Teaches symbol-based logic and universal grammar in human language as tools to investigate the origin of language. Does language originate with reason? Is language inherently universal or diverse? Does it begin as something literal or figurative?,EURO ST
EUROSTS10,3.7226027397260273,5.0,292.0,Historical Foundations: Europe and the Foundations of the Modern World,"Encompasses a variety of perspectives in the social sciences and the humanities involving crucial developments coming out of Europe from roughly 1500 to 1800, (the Protestant Reformation through the French Revolution), that helped shape the modern (western) world.",EURO ST
EUROSTS11,3.6923076923076925,7.0,520.0,Europe's Futures: 1755-Present,"Introduces students to competing approaches from humanities and social sciences to conceptualizing the future in politics, art, and literature. From the enlightenment to today, investigates the cultural and political context of moments when new ideas emerged to secure Europe's futures.",EURO ST
FLM&MDA101A,3.294152744630072,12.0,1676.0,History of Film I: The Silent Era,"The aesthetic, industrial, and socio-historical developments of cinema in the U.S. and internationally from its invention to the adoption of synchronous sound. Includes early exhibition, developments in narrative and editing, the formation of the studio system, and avant-garde film movements. Materials Fee",FLM&MDA
FLM&MDA101B,3.3572289156626507,12.0,1660.0,History of Film II: The Studio Era,"The aesthetic, industrial, and socio-historical developments of cinema in the U.S. and internationally from the 1930s through the 1960s. Includes the Hollywood studio system, propaganda films, Italian neorealism, post-war Japanese cinema, and the French New Wave. Materials Fee",FLM&MDA
FLM&MDA101C,3.272781065088757,17.0,1690.0,History of Film III: The Contemporary Era,"The aesthetic, industrial, and socio-historical developments of cinema in the U.S. and internationally from the late 1960s to the present. Includes New Hollywood and independent U.S. films, ethnic cinemas, postcolonial cinemas, East-Asian new waves, and digital filmmaking. Materials Fee",FLM&MDA
FLM&MDA110,3.3888506538196834,65.0,1453.0,Film and Media Theory,"Survey of major directions in film and media theory. Various theories of mass culture, realism, auteurism, semiotics, feminism, cultural studies, and theories of other media, with an emphasis on developing the student’s ability to analyze and articulate a theoretical argument. Materials Fee",FLM&MDA
FLM&MDA111,3.8051948051948052,5.0,77.0,Film and Media Theory and Practice,"Seminar focusing on issues in film and media production and editing. Reading and exercises to understand aspects of film and media production (montage, sound, film movement, directing, and mise en scène), and how ideology works in tandem with style.",FLM&MDA
